"cluster" "start" "end" "size" "node"
"1312" "cluster94" 138634 138667 33 38
"1313" "cluster95" 138668 138889 221 38
"1314" "cluster104" 152801 153149 348 38
"1315" "cluster105" 153150 154243 1093 38
"1316" "cluster109" 156651 156663 12 38
"1317" "cluster110" 156664 157683 1019 38
"1318" "cluster114" 165578 165691 113 38
"1319" "cluster115" 165692 166473 781 38
"1320" "cluster121" 183633 184111 478 38
"1321" "cluster123" 189610 189732 122 38
"1322" "cluster124" 189733 189955 222 38
"1323" "cluster126" 193726 193851 125 38
"1324" "cluster127" 193852 195976 2124 38
"1325" "cluster127" 206283 206370 87 38
"1326" "cluster128" 206371 206410 39 38
"1327" "cluster129" 206411 206567 156 38
"1328" "cluster130" 206568 206893 325 38
"1329" "cluster132" 209524 210189 665 38
"1330" "cluster132" 211821 213314 1493 38
"1331" "cluster134" 216858 216903 45 38
"1332" "cluster135" 216904 216930 26 38
"1333" "cluster136" 216931 216993 62 38
"1334" "cluster137" 216994 218529 1535 38
"1335" "cluster144" 224903 225471 568 38
"1336" "cluster175" 248925 248937 12 38
"1337" "cluster176" 248938 249751 813 38
"1338" "cluster184" 268453 268636 183 38
"1339" "cluster185" 268637 268833 196 38
"1340" "cluster185" 269723 270283 560 38
"1341" "cluster194" 276751 277288 537 38
"1342" "cluster204" 289045 289945 900 38
"1343" "cluster218" 304007 305317 1310 38
"1344" "cluster221" 308745 308965 220 38
"1345" "cluster222" 308966 309026 60 38
"1346" "cluster222" 311159 312135 976 38
"1347" "cluster255" 346383 346637 254 38
"1348" "cluster256" 346638 346958 320 38
"1349" "cluster256" 347483 348512 1029 38
"1350" "cluster257" 349739 351257 1518 38
"1351" "cluster259" 357885 358206 321 38
"1352" "cluster264" 362947 363210 263 38
"1353" "cluster265" 363211 364423 1212 38
"1354" "cluster277" 378149 378481 332 38
"1355" "cluster282" 392952 393233 281 38
"1356" "cluster283" 393234 393505 271 38
"1357" "cluster283" 393887 394635 748 38
"1358" "cluster284" 396235 396663 428 38
"1359" "cluster285" 401281 401535 254 38
"1360" "cluster286" 401536 402992 1456 38
"1361" "cluster301" 421644 421843 199 38
"1362" "cluster302" 421844 421996 152 38
"1363" "cluster303" 421997 422597 600 38
"1364" "cluster309" 432435 432875 440 38
"1365" "cluster309" 434995 435212 217 38
"1366" "cluster310" 435213 435623 410 38
"1367" "cluster321" 455349 455669 320 38
"1368" "cluster322" 455670 456403 733 38
"1369" "cluster323" 458574 459129 555 38
"1370" "cluster326" 464737 465347 610 38
"1371" "cluster354" 504975 505328 353 38
"1372" "cluster355" 505329 505584 255 38
"1373" "cluster356" 505585 506091 506 38
"1374" "cluster360" 514131 514207 76 38
"1375" "cluster361" 514208 514744 536 38
"1376" "cluster361" 515781 516935 1154 38
"1377" "cluster361" 520007 521454 1447 38
"1378" "cluster362" 522833 523030 197 38
"1379" "cluster363" 523031 523195 164 38
"1380" "cluster364" 523196 523375 179 38
"1381" "cluster366" 528671 529939 1268 38
"1382" "cluster368" 535690 536794 1104 38
"1383" "cluster371" 543761 544111 350 38
"1384" "cluster373" 552653 553501 848 38
"1385" "cluster373" 557306 558223 917 38
"1386" "cluster373" 561057 561901 844 38
"1387" "cluster376" 570198 571167 969 38
"1388" "cluster377" 571168 573450 2282 38
"1389" "cluster383" 584749 585287 538 38
"1390" "cluster401" 612702 613102 400 38
"1391" "cluster402" 613103 613299 196 38
"1392" "cluster403" 618343 618745 402 38
"1393" "cluster404" 618746 618836 90 38
"1394" "cluster405" 618837 619393 556 38
"1395" "cluster419" 642256 642940 684 38
"1396" "cluster420" 642941 643013 72 38
"1397" "cluster424" 646805 647217 412 38
"1398" "cluster424" 651253 653005 1752 38
"1399" "cluster425" 653006 653172 166 38
"1400" "cluster429" 660745 661345 600 38
"1401" "cluster431" 671385 673304 1919 38
"1402" "cluster439" 693037 694044 1007 38
"1403" "cluster440" 704991 705648 657 38
"1404" "cluster443" 711058 711406 348 38
"1405" "cluster444" 711407 711501 94 38
"1406" "cluster445" 711502 711813 311 38
"1407" "cluster445" 712313 712813 500 38
"1408" "cluster445" 713431 714063 632 38
"1409" "cluster446" 717661 719438 1777 38
"1410" "cluster449" 722605 724511 1906 38
"1411" "cluster450" 726473 728653 2180 38
"1412" "cluster450" 728753 729997 1244 38
"1413" "cluster451" 731997 732518 521 38
"1414" "cluster512" 760259 761179 920 38
"1415" "cluster519" 778500 778609 109 38
"1416" "cluster520" 778610 778859 249 38
"1417" "cluster529" 791345 792562 1217 38
"1418" "cluster529" 792796 793117 321 38
"1419" "cluster534" 807701 807744 43 38
"1420" "cluster535" 807745 808235 490 38
"1421" "cluster536" 808236 808531 295 38
"1422" "cluster536" 810819 810980 161 38
"1423" "cluster537" 810981 811178 197 38
"1424" "cluster538" 811179 811356 177 38
"1425" "cluster539" 811357 811825 468 38
"1426" "cluster539" 813425 814025 600 38
"1427" "cluster547" 832527 833073 546 38
"1428" "cluster548" 833074 834307 1233 38
"1429" "cluster548" 835407 837309 1902 38
"1430" "cluster548" 838957 840307 1350 38
"1431" "cluster548" 841057 841838 781 38
"1432" "cluster550" 848709 849224 515 38
"1433" "cluster581" 890836 890863 27 38
"1434" "cluster582" 890864 891079 215 38
"1435" "cluster583" 891080 891418 338 38
"1436" "cluster584" 891419 891595 176 38
"1437" "cluster589" 895958 895959 1 38
"1438" "cluster590" 895960 896506 546 38
"1439" "cluster591" 896507 897174 667 38
"1440" "cluster600" 912077 913154 1077 38
"1441" "cluster608" 920387 921990 1603 38
"1442" "cluster609" 921991 922807 816 38
"1443" "cluster616" 928957 929547 590 38
"1444" "cluster617" 929548 929573 25 38
"1445" "cluster618" 929574 929585 11 38
"1446" "cluster622" 932301 932320 19 38
"1447" "cluster623" 932321 932440 119 38
"1448" "cluster624" 932441 932502 61 38
"1449" "cluster625" 932503 932533 30 38
"1450" "cluster626" 932534 933256 722 38
"1451" "cluster627" 933257 934199 942 38
"1452" "cluster627" 936311 936534 223 38
"1453" "cluster630" 941643 942893 1250 38
"1454" "cluster633" 944482 945065 583 38
"1455" "cluster634" 945066 945081 15 38
"1456" "cluster636" 945150 945627 477 38
"1457" "cluster647" 958709 959472 763 38
"1458" "cluster648" 964001 965778 1777 38
"1459" "cluster658" 977977 978287 310 38
"1460" "cluster667" 991919 992785 866 38
"1461" "cluster668" 994467 995930 1463 38
"1462" "cluster673" 1000620 1001572 952 38
"1463" "cluster678" 1010495 1010856 361 38
"1464" "cluster679" 1010857 1012095 1238 38
"1465" "cluster711" 1058658 1058956 298 38
"1466" "cluster716" 1060969 1061614 645 38
"1467" "cluster717" 1061615 1063050 1435 38
"1468" "cluster718" 1067700 1068417 717 38
"1469" "cluster719" 1068418 1069215 797 38
"1470" "cluster723" 1078570 1079292 722 38
"1471" "cluster724" 1079293 1079355 62 38
"1472" "cluster724" 1080003 1080155 152 38
"1473" "cluster725" 1080156 1080979 823 38
"1474" "cluster727" 1082866 1083317 451 38
"1475" "cluster728" 1083318 1084297 979 38
"1476" "cluster739" 1101914 1102602 688 38
"1477" "cluster770" 1139487 1140109 622 38
"1478" "cluster773" 1141659 1142046 387 38
"1479" "cluster774" 1142047 1142267 220 38
"1480" "cluster775" 1142268 1142433 165 38
"1481" "cluster776" 1142434 1142551 117 38
"1482" "cluster777" 1147485 1148234 749 38
"1483" "cluster777" 1153799 1154587 788 38
"1484" "cluster779" 1156931 1157143 212 38
"1485" "cluster783" 1163153 1163490 337 38
"1486" "cluster792" 1168546 1169236 690 38
"1487" "cluster793" 1169237 1169796 559 38
"1488" "cluster807" 1183339 1186487 3148 38
"1489" "cluster811" 1189731 1189873 142 38
"1490" "cluster812" 1189874 1190385 511 38
"1491" "cluster812" 1190732 1191558 826 38
"1492" "cluster818" 1200167 1201187 1020 38
"1493" "cluster831" 1213741 1216292 2551 38
"1494" "cluster832" 1220383 1220839 456 38
"1495" "cluster833" 1224066 1224564 498 38
"1496" "cluster834" 1224565 1224743 178 38
"1497" "cluster835" 1224744 1224900 156 38
"1498" "cluster836" 1224901 1224986 85 38
"1499" "cluster836" 1226417 1228248 1831 38
"1500" "cluster842" 1231667 1231761 94 38
"1501" "cluster843" 1231762 1231917 155 38
"1502" "cluster856" 1266601 1266718 117 38
"1503" "cluster857" 1266719 1266851 132 38
"1504" "cluster857" 1267859 1269039 1180 38
"1505" "cluster863" 1280250 1281135 885 38
"1506" "cluster864" 1281136 1281371 235 38
"1507" "cluster865" 1281372 1282597 1225 38
"1508" "cluster866" 1282598 1283148 550 38
"1509" "cluster867" 1283149 1283519 370 38
"1510" "cluster881" 1296898 1297290 392 38
"1511" "cluster882" 1297291 1297560 269 38
"1512" "cluster894" 1313905 1314479 574 38
"1513" "cluster895" 1314480 1314863 383 38
"1514" "cluster925" 1356940 1357046 106 38
"1515" "cluster926" 1357047 1357153 106 38
"1516" "cluster932" 1370489 1371389 900 38
"1517" "cluster941" 1380905 1382610 1705 38
"1518" "cluster948" 1393807 1394349 542 38
"1519" "cluster952" 1403549 1404207 658 38
"1520" "cluster953" 1408464 1408620 156 38
"1521" "cluster954" 1408621 1409105 484 38
"1522" "cluster955" 1409106 1409165 59 38
"1523" "cluster956" 1409166 1409211 45 38
"1524" "cluster957" 1412574 1412882 308 38
"1525" "cluster959" 1425229 1425933 704 38
"1526" "cluster961" 1433306 1434180 874 38
"1527" "cluster962" 1434181 1434204 23 38
"1528" "cluster963" 1434205 1434268 63 38
"1529" "cluster964" 1434269 1434421 152 38
"1530" "cluster964" 1434521 1434743 222 38
"1531" "cluster965" 1434744 1434769 25 38
"1532" "cluster966" 1434770 1435571 801 38
"1533" "cluster969" 1439356 1439437 81 38
"1534" "cluster970" 1439438 1440058 620 38
"1535" "cluster971" 1440059 1440113 54 38
"1536" "cluster976" 1449815 1450303 488 38
"1537" "cluster978" 1458062 1458367 305 38
"1538" "cluster979" 1458368 1460083 1715 38
"1539" "cluster982" 1466389 1466983 594 38
"1540" "cluster1000" 1500150 1501068 918 38
"1541" "cluster1001" 1501069 1503451 2382 38
"1542" "cluster1004" 1509510 1510414 904 38
"1543" "cluster1005" 1510415 1510684 269 38
"1544" "cluster1006" 1510685 1510758 73 38
"1545" "cluster1007" 1510759 1512937 2178 38
"1546" "cluster1008" 1515147 1516063 916 38
"1547" "cluster1009" 1516064 1516155 91 38
"1548" "cluster1010" 1516156 1516372 216 38
"1549" "cluster1011" 1519081 1520629 1548 38
"1550" "cluster1015" 1524114 1526224 2110 38
"1551" "cluster1018" 1533847 1534230 383 38
"1552" "cluster1019" 1534231 1534643 412 38
"1553" "cluster1028" 1550841 1551868 1027 38
"1554" "cluster1029" 1551869 1552243 374 38
"1555" "cluster1036" 1570281 1571731 1450 38
"1556" "cluster1047" 1585705 1586105 400 38
"1557" "cluster1047" 1586364 1586493 129 38
"1558" "cluster1048" 1586494 1586557 63 38
"1559" "cluster1049" 1586558 1586883 325 38
"1560" "cluster1052" 1591403 1592065 662 38
"1561" "cluster1053" 1592066 1592336 270 38
"1562" "cluster1054" 1592337 1592456 119 38
"1563" "cluster1055" 1592457 1592543 86 38
"1564" "cluster1063" 1597859 1598610 751 38
"1565" "cluster1081" 1631041 1633091 2050 38
"1566" "cluster1081" 1635698 1637131 1433 38
"1567" "cluster1082" 1637132 1637714 582 38
"1568" "cluster1096" 1646960 1647638 678 38
"1569" "cluster1096" 1649068 1649984 916 38
"1570" "cluster1097" 1649985 1650409 424 38
"1571" "cluster1098" 1651850 1652733 883 38
"1572" "cluster1099" 1652734 1652793 59 38
"1573" "cluster1100" 1652794 1652818 24 38
"1574" "cluster1101" 1652819 1652951 132 38
"1575" "cluster1104" 1657802 1657820 18 38
"1576" "cluster1105" 1657821 1658285 464 38
"1577" "cluster1106" 1658286 1658510 224 38
"1578" "cluster1113" 1663902 1664423 521 38
"1579" "cluster1115" 1666117 1666723 606 38
"1580" "cluster20" 25462 25763 301 39
"1581" "cluster33" 41438 41637 199 39
"1582" "cluster47" 59793 60359 566 39
"1583" "cluster54" 63639 63774 135 39
"1584" "cluster54" 64202 64355 153 39
"1585" "cluster64" 87623 87925 302 39
"1586" "cluster67" 91619 91899 280 39
"1587" "cluster72" 99989 100970 981 39
"1588" "cluster72" 101228 102359 1131 39
"1589" "cluster74" 110035 110955 920 39
"1590" "cluster74" 112214 112287 73 39
"1591" "cluster75" 112288 112389 101 39
"1592" "cluster76" 113453 113674 221 39
"1593" "cluster77" 113675 114599 924 39
"1594" "cluster77" 117496 117714 218 39
"1595" "cluster88" 135189 135276 87 39
"1596" "cluster89" 135277 135371 94 39
"1597" "cluster93" 137567 137801 234 39
"1598" "cluster96" 140145 141440 1295 39
"1599" "cluster117" 169546 169662 116 39
"1600" "cluster118" 169663 170717 1054 39
"1601" "cluster127" 195784 195916 132 39
"1602" "cluster127" 202599 202699 100 39
"1603" "cluster140" 221673 222123 450 39
"1604" "cluster140" 222368 222507 139 39
"1605" "cluster141" 222508 222650 142 39
"1606" "cluster146" 230438 230953 515 39
"1607" "cluster166" 242779 242944 165 39
"1608" "cluster167" 242945 243396 451 39
"1609" "cluster168" 243397 243541 144 39
"1610" "cluster169" 243542 244083 541 39
"1611" "cluster172" 245559 245761 202 39
"1612" "cluster179" 260625 260754 129 39
"1613" "cluster179" 261195 261401 206 39
"1614" "cluster179" 262777 263765 988 39
"1615" "cluster179" 264209 264645 436 39
"1616" "cluster194" 278459 279100 641 39
"1617" "cluster195" 279101 279131 30 39
"1618" "cluster204" 290186 290282 96 39
"1619" "cluster222" 311705 312010 305 39
"1620" "cluster222" 312559 314359 1800 39
"1621" "cluster253" 338373 338518 145 39
"1622" "cluster253" 338824 339071 247 39
"1623" "cluster253" 342692 342947 255 39
"1624" "cluster259" 355185 355485 300 39
"1625" "cluster259" 356921 357238 317 39
"1626" "cluster260" 359119 359285 166 39
"1627" "cluster266" 366047 366971 924 39
"1628" "cluster285" 398483 399092 609 39
"1629" "cluster300" 420395 420517 122 39
"1630" "cluster301" 420518 420751 233 39
"1631" "cluster303" 423285 423830 545 39
"1632" "cluster316" 447171 447293 122 39
"1633" "cluster317" 448401 448970 569 39
"1634" "cluster318" 448971 449017 46 39
"1635" "cluster318" 449565 449648 83 39
"1636" "cluster319" 449649 449773 124 39
"1637" "cluster319" 451658 451921 263 39
"1638" "cluster325" 462653 463003 350 39
"1639" "cluster325" 463096 463420 324 39
"1640" "cluster326" 463421 464086 665 39
"1641" "cluster330" 471943 472045 102 39
"1642" "cluster333" 477181 477436 255 39
"1643" "cluster340" 481703 482027 324 39
"1644" "cluster340" 482905 482973 68 39
"1645" "cluster340" 483473 484018 545 39
"1646" "cluster351" 498151 498485 334 39
"1647" "cluster361" 519315 519781 466 39
"1648" "cluster364" 525579 525942 363 39
"1649" "cluster365" 525943 526533 590 39
"1650" "cluster365" 527561 527766 205 39
"1651" "cluster366" 528235 528331 96 39
"1652" "cluster366" 530708 531129 421 39
"1653" "cluster371" 543138 543411 273 39
"1654" "cluster373" 560351 560560 209 39
"1655" "cluster377" 574784 575160 376 39
"1656" "cluster378" 575161 575697 536 39
"1657" "cluster379" 576638 577385 747 39
"1658" "cluster380" 577386 578349 963 39
"1659" "cluster388" 590525 590804 279 39
"1660" "cluster389" 590805 591078 273 39
"1661" "cluster395" 600262 600745 483 39
"1662" "cluster397" 603159 603980 821 39
"1663" "cluster397" 608823 609526 703 39
"1664" "cluster410" 627828 628283 455 39
"1665" "cluster424" 650636 651299 663 39
"1666" "cluster426" 654718 654828 110 39
"1667" "cluster427" 654829 655033 204 39
"1668" "cluster427" 655828 656074 246 39
"1669" "cluster435" 686226 686353 127 39
"1670" "cluster436" 686354 687581 1227 39
"1671" "cluster437" 690574 691010 436 39
"1672" "cluster438" 691011 691793 782 39
"1673" "cluster439" 700096 700376 280 39
"1674" "cluster440" 704705 705043 338 39
"1675" "cluster445" 713275 713929 654 39
"1676" "cluster445" 715311 715329 18 39
"1677" "cluster454" 737275 737469 194 39
"1678" "cluster473" 742614 742621 7 39
"1679" "cluster474" 742622 742799 177 39
"1680" "cluster505" 756093 756760 667 39
"1681" "cluster512" 761803 761938 135 39
"1682" "cluster512" 762560 762779 219 39
"1683" "cluster516" 770621 771035 414 39
"1684" "cluster545" 827563 827969 406 39
"1685" "cluster545" 829295 829573 278 39
"1686" "cluster547" 830531 830697 166 39
"1687" "cluster548" 834192 835371 1179 39
"1688" "cluster548" 840980 841898 918 39
"1689" "cluster589" 894775 894875 100 39
"1690" "cluster605" 915778 916243 465 39
"1691" "cluster627" 935299 935349 50 39
"1692" "cluster630" 937093 937457 364 39
"1693" "cluster630" 942495 943143 648 39
"1694" "cluster654" 974783 975068 285 39
"1695" "cluster659" 981874 982185 311 39
"1696" "cluster661" 984368 984475 107 39
"1697" "cluster679" 1012195 1013356 1161 39
"1698" "cluster679" 1013995 1015200 1205 39
"1699" "cluster680" 1015201 1015293 92 39
"1700" "cluster680" 1016441 1016943 502 39
"1701" "cluster684" 1024433 1024991 558 39
"1702" "cluster685" 1024992 1025050 58 39
"1703" "cluster710" 1054556 1054790 234 39
"1704" "cluster728" 1083947 1084070 123 39
"1705" "cluster741" 1103051 1104571 1520 39
"1706" "cluster763" 1124168 1124772 604 39
"1707" "cluster764" 1124773 1126252 1479 39
"1708" "cluster764" 1126723 1127210 487 39
"1709" "cluster777" 1150029 1150832 803 39
"1710" "cluster799" 1176235 1176896 661 39
"1711" "cluster800" 1176897 1176923 26 39
"1712" "cluster801" 1176924 1177102 178 39
"1713" "cluster804" 1181094 1181239 145 39
"1714" "cluster828" 1211341 1211771 430 39
"1715" "cluster831" 1213453 1213791 338 39
"1716" "cluster836" 1228686 1228717 31 39
"1717" "cluster837" 1228718 1229007 289 39
"1718" "cluster838" 1229224 1229328 104 39
"1719" "cluster846" 1238532 1240615 2083 39
"1720" "cluster847" 1240616 1240959 343 39
"1721" "cluster852" 1253878 1254364 486 39
"1722" "cluster856" 1266496 1266718 222 39
"1723" "cluster857" 1266719 1267258 539 39
"1724" "cluster857" 1267676 1267909 233 39
"1725" "cluster860" 1273070 1273599 529 39
"1726" "cluster861" 1273600 1273731 131 39
"1727" "cluster876" 1288340 1289159 819 39
"1728" "cluster878" 1290779 1291647 868 39
"1729" "cluster878" 1291843 1292095 252 39
"1730" "cluster884" 1299066 1299195 129 39
"1731" "cluster885" 1299196 1300235 1039 39
"1732" "cluster886" 1300236 1300439 203 39
"1733" "cluster891" 1306669 1306719 50 39
"1734" "cluster891" 1306906 1307154 248 39
"1735" "cluster892" 1307155 1307468 313 39
"1736" "cluster907" 1327762 1328056 294 39
"1737" "cluster909" 1333519 1333726 207 39
"1738" "cluster909" 1335735 1336485 750 39
"1739" "cluster931" 1364531 1364893 362 39
"1740" "cluster941" 1382982 1383576 594 39
"1741" "cluster942" 1385985 1386209 224 39
"1742" "cluster943" 1386210 1386704 494 39
"1743" "cluster944" 1386705 1386727 22 39
"1744" "cluster947" 1392357 1392373 16 39
"1745" "cluster948" 1392374 1393114 740 39
"1746" "cluster948" 1393987 1394317 330 39
"1747" "cluster949" 1395192 1395541 349 39
"1748" "cluster951" 1397797 1398184 387 39
"1749" "cluster952" 1399699 1399799 100 39
"1750" "cluster952" 1400270 1400552 282 39
"1751" "cluster958" 1413987 1414699 712 39
"1752" "cluster958" 1424008 1424965 957 39
"1753" "cluster959" 1424966 1425283 317 39
"1754" "cluster973" 1441455 1441951 496 39
"1755" "cluster974" 1442740 1443472 732 39
"1756" "cluster975" 1445790 1446160 370 39
"1757" "cluster976" 1450769 1451854 1085 39
"1758" "cluster976" 1454305 1454707 402 39
"1759" "cluster982" 1466726 1467248 522 39
"1760" "cluster983" 1467249 1467333 84 39
"1761" "cluster985" 1468701 1469933 1232 39
"1762" "cluster990" 1477771 1477779 8 39
"1763" "cluster991" 1477780 1478821 1041 39
"1764" "cluster1042" 1581857 1582097 240 39
"1765" "cluster1076" 1619230 1619704 474 39
"1766" "cluster1078" 1625885 1627147 1262 39
"1767" "cluster1085" 1641923 1642329 406 39
"1768" "cluster1086" 1642330 1642482 152 39
"1769" "cluster1091" 1644834 1645439 605 39
"1770" "cluster1094" 1646185 1646675 490 39
"1771" "cluster1095" 1646676 1646708 32 39
"1772" "cluster1096" 1646709 1646760 51 39
"1773" "cluster1096" 1647077 1647701 624 39
"1774" "cluster1096" 1648199 1649222 1023 39
"1775" "cluster1097" 1651107 1651176 69 39
"1776" "cluster1098" 1652536 1652733 197 39
"1777" "cluster1099" 1652734 1652793 59 39
"1778" "cluster1100" 1652794 1652818 24 39
"1779" "cluster1101" 1652819 1653101 282 39
"1780" "cluster1105" 1658217 1658285 68 39
"1781" "cluster1106" 1658286 1658535 249 39
"1782" "cluster1110" 1662557 1663004 447 39
"1783" "cluster1111" 1663005 1663145 140 39
"1784" "cluster1113" 1664173 1664487 314 39
"1785" "cluster1115" 1665623 1666052 429 39
"1786" "cluster16" 23442 23629 187 40
"1787" "cluster20" 25408 25487 79 40
"1788" "cluster41" 50371 51321 950 40
"1789" "cluster54" 64202 64763 561 40
"1790" "cluster64" 88182 88248 66 40
"1791" "cluster64" 88875 89129 254 40
"1792" "cluster64" 89965 90225 260 40
"1793" "cluster64" 90362 90425 63 40
"1794" "cluster65" 90426 90517 91 40
"1795" "cluster66" 90518 90989 471 40
"1796" "cluster67" 93687 93969 282 40
"1797" "cluster69" 97412 97983 571 40
"1798" "cluster73" 107307 107507 200 40
"1799" "cluster78" 120058 120135 77 40
"1800" "cluster79" 120136 120145 9 40
"1801" "cluster83" 124070 124645 575 40
"1802" "cluster85" 126772 126893 121 40
"1803" "cluster86" 127931 128241 310 40
"1804" "cluster86" 131600 132091 491 40
"1805" "cluster91" 136012 136569 557 40
"1806" "cluster92" 136570 136769 199 40
"1807" "cluster93" 138574 138633 59 40
"1808" "cluster94" 138634 138667 33 40
"1809" "cluster95" 138668 138986 318 40
"1810" "cluster113" 160914 161061 147 40
"1811" "cluster115" 167123 167206 83 40
"1812" "cluster119" 174831 174927 96 40
"1813" "cluster120" 181027 181663 636 40
"1814" "cluster127" 195699 196111 412 40
"1815" "cluster138" 219097 219234 137 40
"1816" "cluster139" 219235 219332 97 40
"1817" "cluster146" 231511 232353 842 40
"1818" "cluster147" 232354 232429 75 40
"1819" "cluster179" 260395 260495 100 40
"1820" "cluster206" 292335 292394 59 40
"1821" "cluster218" 302460 302517 57 40
"1822" "cluster221" 308745 308876 131 40
"1823" "cluster257" 351777 351844 67 40
"1824" "cluster267" 368917 369650 733 40
"1825" "cluster282" 391971 392506 535 40
"1826" "cluster295" 411333 412244 911 40
"1827" "cluster303" 423022 423247 225 40
"1828" "cluster309" 433819 434095 276 40
"1829" "cluster311" 436281 436534 253 40
"1830" "cluster312" 439079 439356 277 40
"1831" "cluster312" 439859 440629 770 40
"1832" "cluster321" 454548 455111 563 40
"1833" "cluster361" 519929 520505 576 40
"1834" "cluster373" 552653 552921 268 40
"1835" "cluster394" 596615 597383 768 40
"1836" "cluster394" 598663 599324 661 40
"1837" "cluster397" 603459 603695 236 40
"1838" "cluster397" 607052 607317 265 40
"1839" "cluster420" 643193 643527 334 40
"1840" "cluster421" 643528 643613 85 40
"1841" "cluster422" 643614 643759 145 40
"1842" "cluster433" 682131 683291 1160 40
"1843" "cluster439" 696917 697575 658 40
"1844" "cluster440" 703086 704950 1864 40
"1845" "cluster440" 705273 705573 300 40
"1846" "cluster449" 722923 724838 1915 40
"1847" "cluster450" 730053 730621 568 40
"1848" "cluster518" 774567 774982 415 40
"1849" "cluster523" 779798 780057 259 40
"1850" "cluster528" 787133 787660 527 40
"1851" "cluster529" 787661 788082 421 40
"1852" "cluster529" 789389 789671 282 40
"1853" "cluster536" 809881 810198 317 40
"1854" "cluster536" 810642 810980 338 40
"1855" "cluster537" 810981 811178 197 40
"1856" "cluster538" 811179 811325 146 40
"1857" "cluster544" 821189 821431 242 40
"1858" "cluster548" 833664 834007 343 40
"1859" "cluster548" 834747 835873 1126 40
"1860" "cluster548" 836050 837157 1107 40
"1861" "cluster548" 841957 842147 190 40
"1862" "cluster548" 843351 843378 27 40
"1863" "cluster559" 857333 857633 300 40
"1864" "cluster595" 902563 903878 1315 40
"1865" "cluster596" 904304 905619 1315 40
"1866" "cluster626" 933065 933249 184 40
"1867" "cluster648" 964295 964418 123 40
"1868" "cluster649" 968355 968765 410 40
"1869" "cluster649" 969631 970058 427 40
"1870" "cluster674" 1002873 1003168 295 40
"1871" "cluster676" 1005884 1006691 807 40
"1872" "cluster677" 1006692 1006904 212 40
"1873" "cluster677" 1007949 1008249 300 40
"1874" "cluster680" 1015390 1015823 433 40
"1875" "cluster684" 1023412 1024285 873 40
"1876" "cluster707" 1047294 1047748 454 40
"1877" "cluster737" 1097865 1098379 514 40
"1878" "cluster767" 1132607 1133214 607 40
"1879" "cluster767" 1133656 1133817 161 40
"1880" "cluster770" 1139806 1140019 213 40
"1881" "cluster770" 1140159 1140216 57 40
"1882" "cluster771" 1140217 1140257 40 40
"1883" "cluster772" 1140258 1140559 301 40
"1884" "cluster776" 1143340 1143877 537 40
"1885" "cluster777" 1154714 1155490 776 40
"1886" "cluster778" 1155491 1155645 154 40
"1887" "cluster778" 1155845 1156058 213 40
"1888" "cluster779" 1156059 1156460 401 40
"1889" "cluster802" 1179808 1180345 537 40
"1890" "cluster812" 1194679 1196089 1410 40
"1891" "cluster816" 1199767 1200017 250 40
"1892" "cluster828" 1209847 1210227 380 40
"1893" "cluster828" 1211491 1211791 300 40
"1894" "cluster845" 1238061 1238111 50 40
"1895" "cluster848" 1245857 1246273 416 40
"1896" "cluster852" 1251499 1251616 117 40
"1897" "cluster852" 1254347 1254399 52 40
"1898" "cluster882" 1297431 1297535 104 40
"1899" "cluster890" 1303894 1304123 229 40
"1900" "cluster895" 1315153 1315313 160 40
"1901" "cluster907" 1325839 1326020 181 40
"1902" "cluster909" 1333726 1334795 1069 40
"1903" "cluster911" 1338379 1338811 432 40
"1904" "cluster912" 1338812 1339182 370 40
"1905" "cluster931" 1364975 1365160 185 40
"1906" "cluster932" 1369343 1369764 421 40
"1907" "cluster948" 1393207 1393357 150 40
"1908" "cluster952" 1399328 1399499 171 40
"1909" "cluster952" 1405149 1405199 50 40
"1910" "cluster953" 1408211 1408620 409 40
"1911" "cluster954" 1408621 1409049 428 40
"1912" "cluster959" 1426183 1426187 4 40
"1913" "cluster960" 1426188 1426283 95 40
"1914" "cluster960" 1426716 1427083 367 40
"1915" "cluster974" 1445303 1445503 200 40
"1916" "cluster975" 1447838 1448742 904 40
"1917" "cluster976" 1453573 1454335 762 40
"1918" "cluster981" 1465544 1465674 130 40
"1919" "cluster982" 1466791 1467248 457 40
"1920" "cluster983" 1467249 1467347 98 40
"1921" "cluster984" 1467348 1467372 24 40
"1922" "cluster985" 1467373 1467583 210 40
"1923" "cluster986" 1472145 1472706 561 40
"1924" "cluster994" 1481665 1481745 80 40
"1925" "cluster994" 1482753 1483515 762 40
"1926" "cluster996" 1489316 1489507 191 40
"1927" "cluster998" 1490307 1490407 100 40
"1928" "cluster1000" 1499462 1499770 308 40
"1929" "cluster1036" 1571993 1572131 138 40
"1930" "cluster1039" 1579339 1579705 366 40
"1931" "cluster1045" 1584809 1584909 100 40
"1932" "cluster1056" 1594331 1594531 200 40
"1933" "cluster1059" 1595003 1595110 107 40
"1934" "cluster1063" 1597748 1598268 520 40
"1935" "cluster1076" 1621797 1621840 43 40
"1936" "cluster1077" 1621841 1621947 106 40
"1937" "cluster1085" 1641637 1641984 347 40
"1938" "cluster5" 7943 8048 105 41
"1939" "cluster5" 8528 9160 632 41
"1940" "cluster5" 10191 10290 99 41
"1941" "cluster67" 93069 93419 350 41
"1942" "cluster72" 105000 105109 109 41
"1943" "cluster73" 108557 109174 617 41
